snp,1,2,3,4,5
SNP2413,,1,,,
SNP2414,,1,,,
SNP2415,,1,,,
SNP2416,,1,,,
SNP2417,,1,,,
SNP2418,,1,,,
SNP2419,,1,,,
SNP2420,,1,,,
SNP2421,,1,,,
SNP2422,,1,,,
SNP2423,,1,,,
SNP2424,,1,,,
SNP2425,,1,,,
SNP2426,,1,,,
SNP2427,,1,,,
SNP2428,,1,,,
SNP2429,,1,,,
SNP2430,,1,,,
SNP2431,,1,,,
SNP2432,,1,,,
SNP2433,,1,,,
SNP2434,,1,,,
SNP2435,,1,,,
SNP2436,,1,,,
SNP2437,,1,,,
SNP2438,,1,,,
SNP2439,,1,,,
SNP2440,,1,,,
SNP2441,,1,,,
SNP2442,,1,,,
SNP2443,,1,,,
SNP2444,,1,,,
SNP2445,,1,,,
SNP2446,,1,,,
SNP2447,,1,,,
SNP2448,,1,,,
SNP2449,,1,,,
SNP2450,,1,,,
SNP2451,,1,,,
SNP2452,,1,,,
SNP2453,,1,,,
SNP2454,,1,,,
SNP2455,,1,,,
SNP2456,,1,,,
SNP2457,,1,,,
SNP2458,,1,,,
SNP2459,,1,,,
SNP2460,,1,,,
SNP2461,,1,,,
SNP2462,,1,,,
SNP2463,,1,,,
SNP2464,,1,,,
SNP2465,,1,,,
SNP2466,,1,,,
SNP2467,,1,,,
SNP2468,,1,,,
SNP2469,,1,,,
SNP2470,,1,,,
SNP2471,,1,,,
SNP2472,,1,,,
SNP2473,,1,,,
SNP2474,,1,,,
SNP2475,,1,,,
SNP2476,,1,,,
SNP2477,,1,,,
SNP2478,,1,,,
SNP2479,,1,,,
SNP2480,,1,,,
SNP2481,,1,,,
SNP2482,,1,,,
SNP2483,,1,,,
SNP2484,,1,,,
SNP2485,,1,,,
SNP2486,,1,,,
SNP2487,,1,,,
SNP2488,,1,,,
SNP2489,,1,,,
SNP2490,,1,,,
SNP2491,,1,,,
SNP2492,,1,,,
SNP2493,,1,,,
SNP2494,,1,,,
SNP2495,,1,,,
SNP2496,,1,,,
SNP2497,,1,,,
SNP2498,,1,,,
SNP2499,,1,,,
SNP2500,,1,,,
SNP2501,,1,,,
SNP2502,,1,,,
SNP2503,,1,,,
SNP2504,,1,,,
SNP2505,,1,,,
SNP2506,,1,,,
SNP2507,,1,,,
SNP2508,,1,,,
SNP2509,,1,,,
SNP2510,,1,,,
SNP2511,,1,,,
SNP2512,,1,,,
SNP2513,,1,,,
SNP2514,,1,,,
SNP2515,,1,,,
SNP2516,,1,,,
SNP2517,,1,,,
SNP2518,,1,,,
SNP2519,,1,,,
SNP2520,,1,,,
SNP2521,,1,,,
SNP2522,,1,,,
SNP2523,,1,,,
SNP2524,,1,,,
SNP2525,,1,,,
SNP2526,,1,,,
SNP2527,,1,,,
SNP2528,,1,,,
SNP2529,,1,,,
SNP2530,,1,,,
SNP2531,,1,,,
SNP2532,,1,,,
SNP2533,,1,,,
SNP2534,,1,,,
SNP2535,,1,,,
SNP2536,,1,,,
SNP2537,,1,,,
SNP2538,,1,,,
SNP2539,,1,,,
SNP2540,,1,,,
SNP2541,,1,,,
SNP2542,,1,,,
SNP2543,,1,,,
SNP2544,,1,,,
SNP2545,,1,,,
SNP2546,,1,,,
SNP2547,,1,,,
SNP2548,,1,,,
SNP2549,,1,,,
SNP2550,,1,,,
SNP2551,,1,,,
SNP2552,,1,,,
SNP2553,,1,,,
SNP2554,,1,,,
SNP2555,,1,,,
SNP2556,,1,,,
SNP2557,,1,,,
SNP2558,,1,,,
SNP2559,,1,,,
SNP2560,,1,,,
SNP2561,,1,,,
SNP2562,,1,,,
SNP2563,,1,,,
SNP2564,,1,,,
SNP2565,,1,,,
SNP2566,,1,,,
SNP2567,,1,,,
SNP2568,,1,,,
SNP2569,,1,,,
SNP2570,,1,,,
SNP2571,,1,,,
SNP2572,,1,,,
SNP2573,,1,,,
SNP2574,,1,,,
SNP2575,,1,,,
SNP2576,,1,,,
SNP2577,,1,,,
SNP2578,,1,,,
SNP2579,,1,,,
SNP2580,,1,,,
SNP2581,,1,,,
SNP2582,,1,,,
SNP2583,,1,,,
SNP2584,,1,,,
SNP2585,,1,,,
SNP2586,,1,,,
SNP2587,,1,,,
SNP2588,,1,,,
SNP2589,,1,,,
SNP2590,,1,,,
SNP2591,,1,,,
SNP2592,,1,,,
SNP2593,,1,,,
SNP2594,,1,,,
SNP2595,,1,,,
SNP2596,,1,,,
SNP2597,,1,,,
SNP2598,,1,,,
SNP2599,,1,,,
SNP2600,,1,,,
SNP2601,,1,,,
SNP2602,,1,,,
SNP2603,,1,,,
SNP2604,,1,,,
SNP2605,,1,,,
SNP2606,,1,,,
SNP2607,,1,,,
SNP2608,,1,,,
SNP2609,,1,,,
SNP2610,,1,,,
SNP2611,,1,,,
SNP2612,,1,,,
SNP2613,,1,,,
SNP2614,,1,,,
SNP2615,,1,,,
SNP2616,,1,,,
SNP2617,,1,,,
SNP2618,,1,,,
SNP2619,,1,,,
SNP2620,,1,,,
SNP2621,,1,,,
SNP2622,,1,,,
SNP2623,,1,,,
SNP2624,,1,,,
SNP2625,,1,,,
SNP2626,,1,,,
SNP2627,,1,,,
SNP2628,,1,,,
SNP2629,,1,,,
SNP2630,,1,,,
SNP2631,,1,,,
SNP2632,,1,,,
SNP2633,,1,,,
SNP2634,,1,,,
SNP2635,,1,,,
SNP2636,,1,,,
SNP2637,,1,,,
SNP2638,,1,,,
SNP2639,,1,,,
SNP2640,,1,,,
SNP2641,,1,,,
SNP2642,,1,,,
SNP2643,,1,,,
SNP2644,,1,,,
SNP2645,,1,,,
SNP2646,,1,,,
SNP2647,,1,,,
SNP2648,,1,,,
SNP2649,,1,,,
SNP2650,,1,,,
SNP2651,,1,,,
SNP2652,,1,,,
SNP2653,,1,,,
SNP2654,,1,,,
SNP2655,,1,,,
SNP2656,,1,,,
SNP2657,,1,,,
SNP2658,,1,,,
SNP2659,,1,,,
SNP2660,,1,,,
SNP2661,,1,,,
SNP2662,,1,,,
SNP2663,,1,,,
SNP2664,,1,,,
SNP2665,,1,,,
SNP2666,,1,,,
SNP2667,,1,,,
SNP2668,,1,,,
SNP2669,,1,,,
SNP2670,,1,,,
SNP2671,,1,,,
SNP2672,,1,,,
SNP2673,,1,,,
SNP2674,,1,,,
SNP2675,,1,,,
SNP2676,,1,,,
SNP2677,,1,,,
SNP2678,,1,,,
SNP2679,,1,,,
SNP2680,,1,,,
SNP2681,,1,,,
SNP2682,,1,,,
SNP2683,,1,,,
SNP2684,,1,,,
SNP2685,,1,,,
SNP2686,,1,,,
SNP2687,,1,,,
SNP2688,,1,,,
SNP2689,,1,,,
SNP2690,,1,,,
SNP2691,,1,,,
SNP2692,,1,,,
SNP2693,,1,,,
SNP2694,,1,,,
SNP2695,,1,,,
SNP2696,,1,,,
SNP2697,,1,,,
SNP2698,,1,,,
SNP2699,,1,,,
SNP2700,,1,,,
SNP2701,,1,,,
SNP2702,,1,,,
SNP2703,,1,,,
SNP2704,,1,,,
SNP2705,,1,,,
SNP2706,,1,,,
SNP2707,,1,,,
SNP2708,,1,,,
SNP2709,,1,,,
SNP2710,,1,,,
SNP2711,,1,,,
SNP2712,,1,,,
SNP2713,,1,,,
SNP2714,,1,,,
SNP2715,,1,,,
SNP2716,,1,,,
SNP2717,,1,,,
SNP2718,,1,,,
SNP2719,,1,,,
SNP2720,,1,,,
SNP2721,,1,,,
SNP2722,,1,,,
SNP2723,,1,,,
SNP2724,,1,,,
SNP2725,,1,,,
SNP2726,,1,,,
SNP2727,,1,,,
SNP2728,,1,,,
SNP2729,,1,,,
SNP2730,,1,,,
SNP2731,,1,,,
SNP2732,,1,,,
SNP2733,,1,,,
SNP2734,,1,,,
SNP2735,,1,,,
SNP2736,,1,,,
SNP2737,,1,,,
SNP2738,,1,,,
SNP2739,,1,,,
SNP2740,,1,,,
SNP2741,,1,,,
SNP2742,,1,,,
SNP2743,,1,,,
SNP2744,,1,,,
SNP2745,,1,,,
SNP2746,,1,,,
SNP2747,,1,,,
SNP2748,,1,,,
SNP2749,,1,,,
SNP2750,,1,,,
SNP2751,,1,,,
SNP2752,,1,,,
SNP2753,,1,,,
SNP2754,,1,,,
SNP2755,,1,,,
SNP2756,,1,,,
SNP2757,,1,,,
SNP2758,,1,,,
SNP2759,,1,,,
SNP2760,,1,,,
SNP2761,,1,,,
SNP2762,,1,,,
SNP2763,,1,,,
SNP2764,,1,,,
SNP2765,,1,,,
SNP2766,,1,,,
SNP2767,,1,,,
SNP2768,,1,,,
SNP2769,,1,,,
SNP2770,,1,,,
SNP2771,,1,,,
SNP2772,,1,,,
SNP2773,,1,,,
SNP2774,,1,,,
SNP2775,,1,,,
SNP2776,,1,,,
SNP2777,,1,,,
SNP2778,,1,,,
SNP2779,,1,,,
SNP2780,,1,,,
SNP2781,,1,,,
SNP2782,,1,,,
SNP2783,,1,,,
SNP2784,,1,,,
SNP2785,,1,,,
SNP2786,,1,,,
SNP2787,,1,,,
SNP2788,,1,,,
SNP2789,,1,,,
SNP2790,,1,,,
SNP2791,,1,,,
SNP2792,,1,,,
SNP2793,,1,,,
SNP2794,,1,,,
SNP2795,,1,,,
SNP2796,,1,,,
SNP2797,,1,,,
SNP2798,,1,,,
SNP2799,,1,,,
SNP2800,,1,,,
SNP2801,,1,,,
SNP2802,,1,,,
SNP2803,,1,,,
SNP2804,,1,,,
SNP2805,,1,,,
SNP2806,,1,,,
SNP2807,,1,,,
SNP2808,,1,,,
SNP2809,,1,,,
SNP2810,,1,,,
SNP2811,,1,,,
SNP2812,,1,,,
SNP2813,,1,,,
SNP2814,,1,,,
SNP2815,,1,,,
SNP2816,,1,,,
SNP2817,,1,,,
SNP2818,,1,,,
SNP2819,,1,,,
SNP2820,,1,,,
SNP2821,,1,,,
SNP2822,,1,,,
SNP2823,,1,,,
SNP2824,,1,,,
SNP2825,,1,,,
SNP2826,,1,,,
SNP2827,,1,,,
SNP2828,,1,,,
SNP2829,,1,,,
SNP2830,,1,,,
SNP2831,,1,,,
SNP2832,,1,,,
SNP2833,,1,,,
SNP2834,,1,,,
SNP2835,,1,,,
SNP2836,,1,,,
SNP2837,,1,,,
SNP2838,,1,,,
SNP2839,,1,,,
SNP2840,,1,,,
SNP2841,,1,,,
SNP2842,,1,,,
SNP2843,,1,,,
SNP2844,,1,,,
SNP2845,,1,,,
SNP2846,,1,,,
SNP2847,,1,,,
SNP2848,,1,,,
SNP2849,,1,,,
SNP2850,,1,,,
SNP2851,,1,,,
SNP2852,,1,,,
SNP2853,,1,,,
SNP2854,,1,,,
SNP2855,,1,,,
SNP2856,,1,,,
SNP2857,,1,,,
SNP2858,,1,,,
SNP2859,,1,,,
SNP2860,,1,,,
SNP2861,,1,,,
SNP2862,,1,,,
SNP2863,,1,,,
SNP2864,,1,,,
SNP2865,,1,,,
SNP2866,,1,,,
SNP2867,,1,,,
SNP2868,,1,,,
SNP2869,,1,,,
SNP2870,,1,,,
SNP2871,,1,,,
SNP2872,,1,,,
SNP2873,,1,,,
SNP2874,,1,,,
SNP2875,,1,,,
SNP2876,,1,,,
SNP2877,,1,,,
SNP2878,,1,,,
SNP2879,,1,,,
SNP2880,,1,,,
SNP2881,,1,,,
SNP2882,,1,,,
SNP2883,,1,,,
SNP2884,,1,,,
SNP2885,,1,,,
SNP2886,,1,,,
SNP2887,,1,,,
SNP2888,,1,,,
SNP2889,,1,,,
SNP2890,,1,,,
SNP2891,,1,,,
SNP2892,,1,,,
SNP2893,,1,,,
SNP2894,,1,,,
SNP2895,,1,,,
SNP2896,,1,,,
SNP2897,,1,,,
SNP2898,,1,,,
SNP2899,,1,,,
SNP2900,,1,,,
SNP2901,,1,,,
SNP2902,,1,,,
SNP2903,,1,,,
SNP2904,,1,,,
SNP2905,,1,,,
SNP2906,,1,,,
SNP2907,,1,,,
SNP2908,,1,,,
SNP2909,,1,,,
SNP2910,,1,,,
SNP2911,,1,,,
SNP2912,,1,,,
SNP2913,,1,,,
SNP2914,,1,,,
SNP2915,,1,,,
SNP2916,,1,,,
SNP2917,,1,,,
SNP2918,,1,,,
SNP2919,,1,,,
SNP2920,,1,,,
SNP2921,,1,,,
SNP2922,,1,,,
SNP2923,,1,,,
SNP2924,,1,,,
SNP2925,,1,,,
SNP2926,,1,,,
SNP2927,,1,,,
SNP2928,,1,,,
SNP2929,,1,,,
SNP2930,,1,,,
SNP2931,,1,,,
SNP2932,,1,,,
SNP2933,,1,,,
SNP2934,,1,,,
SNP2935,,1,,,
SNP2936,,1,,,
SNP2937,,1,,,
SNP2938,,1,,,
SNP2939,,1,,,
SNP2940,,1,,,
SNP2941,,1,,,
SNP2942,,1,,,
SNP2943,,1,,,
SNP2944,,1,,,
SNP2945,,1,,,
SNP2946,,1,,,
SNP2947,,1,,,
SNP2948,,1,,,
SNP2949,,1,,,
SNP2950,,1,,,
SNP2951,,1,,,
SNP2952,,1,,,
SNP2953,,1,,,
SNP2954,,1,,,
SNP2955,,1,,,
SNP2956,,1,,,
SNP2957,,1,,,
SNP2958,,1,,,
SNP2959,,1,,,
SNP2960,,1,,,
SNP2961,,1,,,
SNP2962,,1,,,
SNP2963,,1,,,
SNP2964,,1,,,
SNP2965,,1,,,
SNP2966,,1,,,
SNP2967,,1,,,
SNP2968,,1,,,
SNP2969,,1,,,
SNP2970,,1,,,
SNP2971,,1,,,
SNP2972,,1,,,
SNP2973,,1,,,
SNP2974,,1,,,
SNP2975,,1,,,
SNP2976,,1,,,
SNP2977,,1,,,
SNP2978,,1,,,
SNP2979,,1,,,
SNP2980,,1,,,
SNP2981,,1,,,
SNP2982,,1,,,
SNP2983,,1,,,
SNP2984,,1,,,
SNP2985,,1,,,
SNP2986,,1,,,
SNP2987,,1,,,
SNP2988,,1,,,
SNP2989,,1,,,
SNP2990,,1,,,
SNP2991,,1,,,
SNP2992,,1,,,
SNP2993,,1,,,
SNP2994,,1,,,
SNP2995,,1,,,
SNP2996,,1,,,
SNP2997,,1,,,
SNP2998,,1,,,
SNP2999,,1,,,
SNP3000,,1,,,
SNP3001,,1,,,
SNP3002,,1,,,
SNP3003,,1,,,
SNP3004,,1,,,
SNP3005,,1,,,
SNP3006,,1,,,
SNP3007,,1,,,
SNP3008,,1,,,
SNP3009,,1,,,
SNP3010,,1,,,
SNP3011,,1,,,
SNP3012,,1,,,
SNP3013,,1,,,
SNP3014,,1,,,
SNP3015,,1,,,
SNP3016,,1,,,
SNP3017,,1,,,
SNP3018,,1,,,
SNP3019,,1,,,
SNP3020,,1,,,
SNP3021,,1,,,
SNP3022,,1,,,
SNP3023,,1,,,
SNP3024,,1,,,
SNP3025,,1,,,
SNP3026,,1,,,
SNP3027,,1,,,
SNP3028,,1,,,
SNP3029,,1,,,
SNP3030,,1,,,
SNP3031,,1,,,
SNP3032,,1,,,
SNP3033,,1,,,
SNP3034,,1,,,
SNP3035,,1,,,
SNP3036,,1,,,
SNP3037,,1,,,
SNP3038,,1,,,
SNP3039,,1,,,
SNP3040,,1,,,
SNP3041,,1,,,
SNP3042,,1,,,
SNP3043,,1,,,
SNP3044,,1,,,
SNP3045,,1,,,
SNP3046,,1,,,
SNP3047,,1,,,
SNP3048,,1,,,
SNP3049,,1,,,
SNP3050,,1,,,
SNP3051,,1,,,
SNP3052,,1,,,
SNP3053,,1,,,
SNP3054,,1,,,
SNP3055,,1,,,
SNP3056,,1,,,
SNP3057,,1,,,
SNP3058,,1,,,
SNP3059,,1,,,
SNP3060,,1,,,
SNP3061,,1,,,
SNP3062,,1,,,
SNP3063,,1,,,
SNP3064,,1,,,
SNP3065,,1,,,
SNP3066,,1,,,
SNP3067,,1,,,
SNP3068,,1,,,
SNP3069,,1,,,
SNP3070,,1,,,
SNP3071,,1,,,
SNP3072,,1,,,
SNP3073,,1,,,
SNP3074,,1,,,
SNP3075,,1,,,
SNP3076,,1,,,
SNP3077,,1,,,
SNP3078,,1,,,
SNP3079,,1,,,
SNP3080,,1,,,
SNP3081,,1,,,
SNP3082,,1,,,
SNP3083,,1,,,
SNP3084,,1,,,
SNP3085,,1,,,
SNP3086,,1,,,
SNP3087,,1,,,
SNP3088,,1,,,
SNP3089,,1,,,
SNP3090,,1,,,
SNP3091,,1,,,
SNP3092,,1,,,
SNP3093,,1,,,
SNP3094,,1,,,
SNP3095,,1,,,
SNP3096,,1,,,
SNP3097,,1,,,
SNP3098,,1,,,
SNP3099,,1,,,
SNP3100,,1,,,
SNP3101,,1,,,
SNP3102,,1,,,
SNP3103,,1,,,
SNP3104,,1,,,
SNP3105,,1,,,
SNP3106,,1,,,
SNP3107,,1,,,
SNP3108,,1,,,
SNP3109,,1,,,
SNP3110,,1,,,
SNP3111,,1,,,
SNP3112,,1,,,
SNP3113,,1,,,
SNP3114,,1,,,
SNP3115,,1,,,
SNP3116,,1,,,
SNP3117,,1,,,
SNP3118,,1,,,
SNP3119,,1,,,
SNP3120,,1,,,
SNP3121,,1,,,
SNP3122,,1,,,
SNP3123,,1,,,
SNP3124,,1,,,
SNP3125,,1,,,
SNP3126,,1,,,
SNP3127,,1,,,
SNP3128,,1,,,
SNP3129,,1,,,
SNP3130,,1,,,
SNP3131,,1,,,
SNP3132,,1,,,
SNP3133,,1,,,
SNP3134,,1,,,
SNP3135,,1,,,
SNP3136,,1,,,
SNP3137,,1,,,
SNP3138,,1,,,
SNP3139,,1,,,
SNP3140,,1,,,
SNP3141,,1,,,
SNP3142,,1,,,
SNP3143,,1,,,
SNP3144,,1,,,
SNP3145,,1,,,
SNP3146,,1,,,
SNP3147,,1,,,
SNP3148,,1,,,
SNP3149,,1,,,
SNP3150,,1,,,
SNP3151,,1,,,
SNP3152,,1,,,
SNP3153,,1,,,
SNP3154,,1,,,
SNP3155,,1,,,
SNP3156,,1,,,
SNP3157,,1,,,
SNP3158,,1,,,
SNP3159,,1,,,
SNP3160,,1,,,
SNP3161,,1,,,
SNP3162,,1,,,
SNP3163,,1,,,
SNP3164,,1,,,
SNP3165,,1,,,
SNP3166,,1,,,
SNP3167,,1,,,
SNP3168,,1,,,
SNP3169,,1,,,
SNP3170,,1,,,
SNP3171,,1,,,
SNP3172,,1,,,
SNP3173,,1,,,
SNP3174,,1,,,
SNP3175,,1,,,
SNP3176,,1,,,
SNP3177,,1,,,
SNP3178,,1,,,
SNP3179,,1,,,
SNP3180,,1,,,
SNP3181,,1,,,
SNP3182,,1,,,
SNP3183,,1,,,
SNP3184,,1,,,
SNP3185,,1,,,
SNP3186,,1,,,
SNP3187,,1,,,
SNP3188,,1,,,
SNP3189,,1,,,
SNP3190,,1,,,
SNP3191,,1,,,
SNP3192,,1,,,
SNP3193,,1,,,
SNP3194,,1,,,
SNP3195,,1,,,
SNP3196,,1,,,
SNP3197,,1,,,
SNP3198,,1,,,
SNP3199,,1,,,
SNP3200,,1,,,
SNP3201,,1,,,
SNP3202,,1,,,
SNP3203,,1,,,
SNP3204,,1,,,
SNP3205,,1,,,
SNP3206,,1,,,
SNP3207,,1,,,
SNP3208,,1,,,
SNP3209,,1,,,
SNP3210,,1,,,
SNP3211,,1,,,
SNP3212,,1,,,
SNP3213,,1,,,
SNP3214,,1,,,
SNP3215,,1,,,
SNP3216,,1,,,
SNP3217,,1,,,
SNP3218,,1,,,
SNP3219,,1,,,
SNP3220,,1,,,
SNP3221,,1,,,
SNP3222,,1,,,
SNP3223,,1,,,
SNP3224,,1,,,
SNP3225,,1,,,
SNP3226,,1,,,
SNP3227,,1,,,
SNP3228,,1,,,
SNP3229,,1,,,
SNP3230,,1,,,
SNP3231,,1,,,
SNP3232,,1,,,
SNP3233,,1,,,
SNP3234,,1,,,
SNP3235,,1,,,
SNP3236,,1,,,
SNP3237,,1,,,
SNP3238,,1,,,
SNP3239,,1,,,
SNP3240,,1,,,
SNP3241,,1,,,
SNP3242,,1,,,
SNP3243,,1,,,
SNP3244,,1,,,
SNP3245,,1,,,
SNP3246,,1,,,
SNP3247,,1,,,
SNP3248,,1,,,
SNP3249,,1,,,
SNP3250,,1,,,
SNP3251,,1,,,
SNP3252,,1,,,
SNP3253,,1,,,
SNP3254,,1,,,
SNP3255,,1,,,
SNP3256,,1,,,
SNP3257,,1,,,
SNP3258,,1,,,
SNP3259,,1,,,
SNP3260,,1,,,
SNP3261,,1,,,
SNP3262,,1,,,
SNP3263,,1,,,
SNP3264,,1,,,
SNP3265,,1,,,
SNP3266,,1,,,
SNP3267,,1,,,
SNP3268,,1,,,
SNP3269,,1,,,
SNP3270,,1,,,
SNP3271,,1,,,
SNP3272,,1,,,
SNP3273,,1,,,
SNP3274,,1,,,
SNP3275,,1,,,
SNP3276,,1,,,
SNP3277,,1,,,
SNP3278,,1,,,
SNP3279,,1,,,
SNP3280,,1,,,
SNP3281,,1,,,
SNP3282,,1,,,
SNP3283,,1,,,
SNP3284,,1,,,
SNP3285,,1,,,
SNP3286,,1,,,
SNP3287,,1,,,
SNP3288,,1,,,
SNP3289,,1,,,
SNP3290,,1,,,
SNP3291,,1,,,
SNP3292,,1,,,
SNP3293,,1,,,
SNP3294,,1,,,
SNP3295,,1,,,
SNP3296,,1,,,
SNP3297,,1,,,
SNP3298,,1,,,
SNP3299,,1,,,
SNP3300,,1,,,
SNP3301,,1,,,
SNP3302,,1,,,
SNP3303,,1,,,
SNP3304,,1,,,
SNP3305,,1,,,
SNP3306,,1,,,
SNP3307,,1,,,
SNP3308,,1,,,
SNP3309,,1,,,
SNP3310,,1,,,
SNP3311,,1,,,
SNP3312,,1,,,
SNP3313,,1,,,
SNP3314,,1,,,
SNP3315,,1,,,
SNP3316,,1,,,
SNP3317,,1,,,
SNP3318,,1,,,
SNP3319,,1,,,
SNP3320,,1,,,
SNP3321,,1,,,
SNP3322,,1,,,
SNP3323,,1,,,
SNP3324,,1,,,
SNP3325,,1,,,
SNP3326,,1,,,
SNP3327,,1,,,
SNP3328,,1,,,
SNP3329,,1,,,
SNP3330,,1,,,
SNP3331,,1,,,
SNP3332,,1,,,
SNP3333,,1,,,
SNP3334,,1,,,
SNP3335,,1,,,
SNP3336,,1,,,
SNP3337,,1,,,
SNP3338,,1,,,
SNP3339,,1,,,
SNP3340,,1,,,
SNP3341,,1,,,
SNP3342,,1,,,
SNP3343,,1,,,
SNP3344,,1,,,
SNP3345,,1,,,
SNP3346,,1,,,
SNP3347,,1,,,
SNP3348,,1,,,
SNP3349,,1,,,
SNP3350,,1,,,
SNP3351,,1,,,
SNP3352,,1,,,
SNP3353,,1,,,
SNP3354,,1,,,
SNP3355,,1,,,
SNP3356,,1,,,
SNP3357,,1,,,
SNP3358,,1,,,
SNP3359,,1,,,
SNP3360,,1,,,
SNP3361,,1,,,
SNP3362,,1,,,
SNP3363,,1,,,
SNP3364,,1,,,
SNP3365,,1,,,
SNP3366,,1,,,
SNP3367,,1,,,
SNP3368,,1,,,
SNP3369,,1,,,
SNP3370,,1,,,
SNP3371,,1,,,
SNP3372,,1,,,
SNP3373,,1,,,
SNP3374,,1,,,
SNP3375,,1,,,
SNP3376,,1,,,
SNP3377,,1,,,
SNP3378,,1,,,
SNP3379,,1,,,
SNP3380,,1,,,
SNP3381,,1,,,
SNP3382,,1,,,
SNP3383,,1,,,
SNP3384,,1,,,
SNP3385,,1,,,
SNP3386,,1,,,
SNP3387,,1,,,
SNP3388,,1,,,
SNP3389,,1,,,
SNP3390,,1,,,
SNP3391,,1,,,
SNP3392,,1,,,
SNP3393,,1,,,
SNP3394,,1,,,
SNP3395,,1,,,
SNP3396,,1,,,
SNP3397,,1,,,
SNP3398,,1,,,
SNP3399,,1,,,
SNP3400,,1,,,
SNP3401,,1,,,
SNP3402,,1,,,
SNP3403,,1,,,
SNP3404,,1,,,
SNP3405,,1,,,
SNP3406,,1,,,
SNP3407,,1,,,
SNP3408,,1,,,
SNP3409,,1,,,
SNP3410,,1,,,
SNP3411,,1,,,
SNP3412,,1,,,
SNP3413,,1,,,
SNP3414,,1,,,
SNP3415,,1,,,
SNP3416,,1,,,
SNP3417,,1,,,
SNP3418,,1,,,
SNP3419,,1,,,
SNP3420,,1,,,
SNP3421,,1,,,
SNP3422,,1,,,
SNP3423,,1,,,
SNP3424,,1,,,
SNP3425,,1,,,
SNP3426,,1,,,
SNP3427,,1,,,
SNP3428,,1,,,
SNP3429,,1,,,
SNP3430,,1,,,
SNP3431,,1,,,
SNP3432,,1,,,
SNP3433,,1,,,
SNP3434,,1,,,
SNP3435,,1,,,
SNP3436,,1,,,
SNP3437,,1,,,
SNP3438,,1,,,
SNP3439,,1,,,
SNP3440,,1,,,
SNP3441,,1,,,
SNP3442,,1,,,
SNP3443,,1,,,
SNP3444,,1,,,
SNP3445,,1,,,
SNP3446,,1,,,
SNP3447,,1,,,
SNP3448,,1,,,
SNP3449,,1,,,
SNP3450,,1,,,
SNP3451,,1,,,
SNP3452,,1,,,
SNP3453,,1,,,
SNP3454,,1,,,
SNP3455,,1,,,
SNP3456,,1,,,
SNP3457,,1,,,
SNP3458,,1,,,
SNP3459,,1,,,
SNP3460,,1,,,
SNP3461,,1,,,
SNP3462,,1,,,
SNP3463,,1,,,
SNP3464,,1,,,
SNP3465,,1,,,
SNP3466,,1,,,
SNP3467,,1,,,
SNP3468,,1,,,
SNP3469,,1,,,
SNP3470,,1,,,
SNP3471,,1,,,
SNP3472,,1,,,
SNP3473,,1,,,
SNP3474,,1,,,
SNP3475,,1,,,
SNP3476,,1,,,
SNP3477,,1,,,
SNP3478,,1,,,
SNP3479,,1,,,
SNP3480,,1,,,
SNP3481,,1,,,
SNP3482,,1,,,
SNP3483,,1,,,
SNP3484,,1,,,
SNP3485,,1,,,
SNP3486,,1,,,
SNP3487,,1,,,
SNP3488,,1,,,
SNP3489,,1,,,
SNP3490,,1,,,
SNP3491,,1,,,
SNP3492,,1,,,
SNP3493,,1,,,
SNP3494,,1,,,
SNP3495,,1,,,
SNP3496,,1,,,
SNP3497,,1,,,
SNP3498,,1,,,
SNP3499,,1,,,
SNP3500,,1,,,
SNP3501,,1,,,
SNP3502,,1,,,
SNP3503,,1,,,
SNP3504,,1,,,
SNP3505,,1,,,
SNP3506,,1,,,
SNP3507,,1,,,
SNP3508,,1,,,
SNP3509,,1,,,
SNP3510,,1,,,
SNP3511,,1,,,
SNP3512,,1,,,
SNP3513,,1,,,
SNP3514,,1,,,
SNP3515,,1,,,
SNP3516,,1,,,
SNP3517,,1,,,
SNP3518,,1,,,
SNP3519,,1,,,
SNP3520,,1,,,
SNP3521,,1,,,
SNP3522,,1,,,
SNP3523,,1,,,
SNP3524,,1,,,
SNP3525,,1,,,
SNP3526,,1,,,
SNP3527,,1,,,
SNP3528,,1,,,
SNP3529,,1,,,
SNP3530,,1,,,
SNP3531,,1,,,
SNP3532,,1,,,
SNP3533,,1,,,
SNP3534,,1,,,
SNP3535,,1,,,
SNP3536,,1,,,
SNP3537,,1,,,
SNP3538,,1,,,
SNP3539,,1,,,
SNP3540,,1,,,
SNP3541,,1,,,
SNP3542,,1,,,
SNP3543,,1,,,
SNP3544,,1,,,
SNP3545,,1,,,
SNP3546,,1,,,
SNP3547,,1,,,
SNP3548,,1,,,
SNP3549,,1,,,
SNP3550,,1,,,
SNP3551,,1,,,
SNP3552,,1,,,
SNP3553,,1,,,
SNP3554,,1,,,
SNP3555,,1,,,
SNP3556,,1,,,
SNP3557,,1,,,
SNP3558,,1,,,
SNP3559,,1,,,
SNP3560,,1,,,
SNP3561,,1,,,
SNP3562,,1,,,
SNP3563,,1,,,
SNP3564,,1,,,
SNP3565,,1,,,
SNP3566,,1,,,
SNP3567,,1,,,
SNP3568,,1,,,
SNP3569,,1,,,
SNP3570,,1,,,
SNP3571,,1,,,
SNP3572,,1,,,
SNP3573,,1,,,
SNP3574,,1,,,
SNP3575,,1,,,
SNP3576,,1,,,
SNP3577,,1,,,
